codice;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
22605;DUGLIOLO MISERABILI;VIA CASONA 21;BUDRIO;704624;943490;44,613882;11,577909;535
22606;DUGLIOLO MISERABILI;VIA CASONA 24;BUDRIO;704629;943495;44,613925;11,577974;535
22609;DUGLIOLO;VIA DUGLIOLO 145;DUGLIOLO;705029;943454;44,613443;11,582994;535
22610;DUGLIOLO;VIA DUGLIOLO 140;DUGLIOLO;705018;943454;44,613446;11,582856;535
22613;DUGLIOLO LA FONTANA;VIA DUGLIOLO 190;DUGLIOLO;705259;944020;44,618467;11,586116;535
22614;DUGLIOLO LA FONTANA;VIA DUGLIOLO 189;DUGLIOLO;705253;944023;44,618496;11,586042;535
22617;BARCHESSA;VIA DUGLIOLO 213;BUDRIO;705957;944763;44,62495;11,595203;537
22618;BARCHESSA;VIA DUGLIOLO FR 213;BUDRIO;705955;944767;44,624986;11,595179;537
22621;CASE NUOVE;VIA DUGLIOLO 7;MOLINELLA;706913;945586;44,632077;11,607573;537
22622;CASE NUOVE;VIA DUGLIOLO FR 7;MOLINELLA;706908;945588;44,632096;11,607511;537
22625;PODERE SANT`ALFONSO;VIA CAMERONE BV DUGLIOLO;MOLINELLA;707272;946604;44,641128;11,612506;537
22626;PODERE SANT`ALFONSO;VIA CAMERONE FR BV DUGLIOLO;MOLINELLA;707274;946608;44,641164;11,612533;537
22629;IDICE ABBANDONATO BIVIO;VIA CAMERONE 3;MOLINELLA;708191;945961;44,63508;11,623821;537
22630;IDICE ABBANDONATO BIVIO;VIA CAMERONE FR 3;MOLINELLA;708194;945967;44,635133;11,623861;537
22633;SAN PIETRO CAPOFIUME;VIA S.FERRARI 24;SAN PIETRO CAPOFIUME;709073;946999;44,644159;11,635352;536
22634;SAN PIETRO CAPOFIUME;VIA S.FERRARI 25;SAN PIETRO CAPOFIUME;709059;947001;44,644181;11,635177;536
22637;MEZZASTRADA;VIA S.FERRARI 74;SAN PIETRO CAPOFIUME;709741;947572;44,649117;11,644001;536
22638;MEZZASTRADA;VIA S.FERRARI 115;SAN PIETRO CAPOFIUME;709739;947584;44,649226;11,643981;536
22641;ALBERINO;VIA S.FERRARI 144;SAN PIETRO CAPOFIUME;710111;947911;44,652058;11,648801;536
22642;ALBERINO;VIA S.FERRARI 195;SAN PIETRO CAPOFIUME;710112;947925;44,652183;11,648819;536
23001;VIGORSO;VIA VIGORSO FR 17;VIGORSO;698930;934930;44,53849;11,502908;535
23002;VIGORSO;VIA VIGORSO 15;VIGORSO;698966;934944;44,538606;11,503366;535
23003;VIGORSO INAIL;VIA RABUINA 16/B;BUDRIO;699399;934607;44,535455;11,508681;535
23004;VIGORSO INAIL;VIA RABUINA 17;BUDRIO;699412;934614;44,535515;11,508847;535
24501;TREBBO DI BUDRIO ZENZALIN;VIA ZENZALINO KM 0.290;BUDRIO;699458;930935;44,502413;11,508005;521
24502;TREBBO DI BUDRIO ZENZALIN;VIA ZENZALINO SUD 83;BUDRIO;699474;931012;44,503101;11,508235;521
24505;CENTO DI BUDRIO;VIA ZENZALINO 68;CENTO;700288;932571;44,516897;11,51907;535
24506;CENTO DI BUDRIO;VIA ZENZALINO 78;CENTO;700256;932538;44,516609;11,518655;535
24507;BUDRIO NUOVO;VIA ZENZALINO FR 31;BUDRIO;700805;933570;44,525739;11,525957;535
24508;BUDRIO NUOVO;VIA ZENZALINO 36;BUDRIO;700796;933568;44,525723;11,525843;535
24509;BUDRIO ZONA INDUSTRIALE;VIA ZENZALINO 4;CENTO;700609;933190;44,522376;11,523345;535
24510;BUDRIO ZONA INDUSTRIALE;VIA ZENZALINO FR 4;CENTO;700587;933199;44,522463;11,523072;535
24512;BUDRIO OSPEDALE;VIA BENNI 44;BUDRIO;701532;934684;44,535555;11,535532;535
24513;BUDRIO CROCETTA;VIALE PRIMO MAGGIO 25 MT DOPO INGR.PARCH;BUDRIO;701310;934521;44,534151;11,532677;535
24514;BUDRIO CROCETTA;VIALE PRIMO MAGGIO FR INGR.PARCH.PUBBLIC;BUDRIO;701287;934507;44,534032;11,532382;535
24517;BUDRIO STAZIONE;VIA BATTISTI;BUDRIO;701009;934431;44,533426;11,528857;535
24518;BUDRIO STAZIONE;VIA BATTISTI;BUDRIO;700971;934401;44,533166;11,528367;535
24521;BUDRIO CENTRO COMMERCIALE;VIA EDERA FR COOP;BUDRIO;700861;935265;44,540968;11,527321;535
24522;BUDRIO CENTRO COMMERCIALE;VIA EDERA LATO COOP;BUDRIO;700844;935273;44,541044;11,52711;535
24525;BUDRIO PRETURA;VIA MARTIRI ANTIFASCISTI FR 3;BUDRIO;701572;935044;44,538782;11,536175;535
24526;BUDRIO PRETURA;VIA MARTIRI ANTIFASCISTI 3;BUDRIO;701582;935060;44,538923;11,536307;535
24529;BUDRIO BIVIO MOLINELLA;VIA MARTIRI ANTIFASCISTI 52;BUDRIO;702043;934820;44,536635;11,542011;535
24530;BUDRIO BIVIO MOLINELLA;VIA MARTIRI ANTIFASCISTI FR 52;BUDRIO;702052;934831;44,536732;11,542128;535
24531;BUDRIO CIMITERO;VIA OLMO FR CIMITERO;BUDRIO;702837;934330;44,532006;11,551802;535
24532;BUDRIO CIMITERO;VIA OLMO LATO CIMITERO;BUDRIO;702847;934340;44,532093;11,551932;535
24533;MADONNA DELL`OLMO;VIA OLMO ANG.CHIESA;BUDRIO;704024;933501;44,524215;11,566399;535
24534;MADONNA DELL`OLMO;VIA OLMO FR CHIESA;BUDRIO;704029;933509;44,524286;11,566465;535
24535;GUARDATA SCUOLE;VIA OLMO FR 52;BUDRIO;704261;933331;44,522619;11,569311;535
24536;GUARDATA SCUOLE;VIA OLMO 52;BUDRIO;704262;933338;44,522682;11,569326;535
24541;SAN SALVATORE;VIA SAN SALVATORE FR 7;MEDICINA;705243;933613;44,524877;11,581768;535
24542;SAN SALVATORE;VIA SAN SALVATORE 7;BUDRIO;705238;933616;44,524905;11,581706;535
24545;SAN SALVATORE CHIESA;VIA SAN SALVATORE 1845;MEDICINA;705917;934405;44,531808;11,590557;535
24546;SAN SALVATORE CHIESA;VIA SAN SALVATORE FR 1845;BUDRIO;705909;934409;44,531846;11,590458;535
24549;GHIARADINO;VIA SELVA 127;MOLINELLA;707179;935581;44,542023;11,606896;535
24550;GHIARADINO;VIA SELVA FR 127;BUDRIO;707164;935596;44,542162;11,606713;535
24553;SELVA MALVEZZI PALAZZACCI;VIA SELVA 89;MOLINELLA;708008;936382;44,548988;11,617644;526
24554;SELVA MALVEZZI PALAZZACCI;VIA SELVA FR 89;BUDRIO;708002;936390;44,549062;11,617571;526
24557;SELVA MALVEZZI;VIA SELVA FR 60;SELVA MALVEZZI;708782;937183;44,555968;11,627702;526
24558;SELVA MALVEZZI;VIA SELVA 60;SELVA MALVEZZI;708772;937188;44,556016;11,627578;526
24561;BARABANA;VIA BARABANA FR 53;SELVA MALVEZZI;709378;937600;44,559545;11,635368;526
24562;BARABANA;VIA BARABANA 53;SELVA MALVEZZI;709374;937607;44,559609;11,63532;526
24565;BARABANA CHIESUOLA;VIA BOSCOSA BV BARABANA;MOLINELLA;711097;938392;44,566166;11,657314;526
24566;BARABANA CHIESUOLA;VIA BOSCOSA FR BV BARABANA;MOLINELLA;711089;938389;44,566141;11,657212;526
24569;BARABANA PONTE;VIA BOSCOSA 9;MOLINELLA;711292;939648;44,577404;11,660283;526
24570;BARABANA PONTE;VIA BOSCOSA FR 9;MOLINELLA;711285;939651;44,577433;11,660196;526
24573;DURAZZO BIVIO;VIA BOSCOSA BV DURAZZO;MOLINELLA;711730;940349;44,583579;11,666082;526
24574;DURAZZO BIVIO;VIA BOSCOSA FR BV DURAZZO;MOLINELLA;711722;940353;44,583618;11,665983;526
24577;DURAZZO SCUOLE;VIA DURAZZO 26;MOLINELLA;712178;940277;44,5828;11,671689;526
24578;DURAZZO SCUOLE;VIA DURAZZO FR 26;MOLINELLA;712180;940286;44,58288;11,671718;526
24581;DURAZZO MACERO;VIA DURAZZO BV ORIOLO;MOLINELLA;713620;939872;44,578732;11,689666;526
24582;DURAZZO MACERO;VIA DURAZZO 47;MOLINELLA;713623;939881;44,578812;11,689707;526
24585;SANT`ANTONIO BIVIO IDICE;VIA BARILLI BV IDICE;MEDICINA;714663;939616;44,57612;11,702682;526
24586;SANT`ANTONIO BIVIO IDICE;VIA BARILLI FR BV IDICE;MEDICINA;714664;939626;44,576209;11,702699;526
24589;SANT`ANTONIO PONTE IDICE;VIA IDICE 1426;MEDICINA;715364;939109;44,571351;11,71129;526
24590;SANT`ANTONIO PONTE IDICE;VIA IDICE FR 1426;MEDICINA;715337;939161;44,571827;11,710972;526
24593;SANT`ANTONIO CASA ROSSA;VIA IDICE FR 769;MEDICINA;715739;938581;44,566491;11,715786;526
24594;SANT`ANTONIO CASA ROSSA;VIA IDICE 769;MEDICINA;715741;938586;44,566536;11,715813;526
24597;SANT`ANTONIO;VIA CAPPELLETTI 47 (KM 0+050 SP 29 II TR;SANT`ANTONIO;716225;937957;44,560734;11,721638;526
24598;SANT`ANTONIO;VIA IDICE 33;SANT`ANTONIO;716162;937978;44,560942;11,720854;526
24601;AZIENDA AGRICOLA CAVEDONE;VIA CAPPELLETTI 1263;MEDICINA;717266;938501;44,565313;11,73496;526
24602;AZIENDA AGRICOLA CAVEDONE;VIA CAPPELLETTI FR 1263;MEDICINA;717263;938509;44,565386;11,734926;526
24605;IL CAVEDONE;VIA CAPPELLETTI FR 2660;MEDICINA;718458;939273;44,571895;11,750281;526
24606;IL CAVEDONE;VIA CAPPELLETTI 2660;MEDICINA;718452;939279;44,571951;11,750209;526
24609;LA ZAGONA`;VIA STRADA BASTIA PONENTE FR 18;ARGENTA;720364;939486;44,57323;11,77435;526
24610;LA ZAGONA`;VIA STRADA BASTIA PONENTE 18;ARGENTA;720368;939503;44,573381;11,774407;526
24617;MARMORTA BIVIO;VIA CARDINALA FR BV MARMORTA;ARGENTA;723257;942556;44,599944;11,812074;634
24618;MARMORTA BIVIO;VIA CARDINALA BV MARMORTA;ARGENTA;723249;942561;44,599991;11,811976;634
24625;ARGENTA BIVIO SS ADRIATIC;VIA MATTEOTTI FR 3;ARGENTA;724563;944391;44,616037;11,829312;634
24626;ARGENTA BIVIO SS ADRIATIC;VIA MATTEOTTI 3;ARGENTA;724564;944408;44,61619;11,829332;634
24629;ARGENTA;VIA MATTEOTTI FR 29/E;ARGENTA;725079;944249;44,614599;11,835745;634
24630;ARGENTA;VIA MATTEOTTI 29/E;ARGENTA;725081;944256;44,614661;11,835774;634
24701;GUARDATA OLMO SAN SALVATO;VIA DELL`OLMO (SP 3) 57;BUDRIO;704661;933040;44,519889;11,574224;535
24702;GUARDATA OLMO SAN SALVATO;VIA DELL`OLMO (SP 3) 56;BUDRIO;704637;933069;44,520157;11,573934;535
24703;FOSSATONE VIA OLMO;VIA OLMO FR 2442;MEDICINA;705796;932222;44,51221;11,588166;523
24704;FOSSATONE VIA OLMO;VIA OLMO 2442;MEDICINA;705778;932243;44,512404;11,587948;523
24705;GAIANA VIA OLMO;VIA OLMO PONTE GAIANA;MEDICINA;706728;931556;44,505954;11,599613;523
24706;GAIANA VIA OLMO;VIA OLMO PONTE GAIANA;MEDICINA;706665;931620;44,506547;11,598847;523
25501;MEDICINA SCUOLE;VIA GRAMSCI 2;MEDICINA;710285;928242;44,475124;11,642967;523
25505;VIA NUOVA CENTRO;VIA NUOVA 874/A;VIA NUOVA;713309;928592;44,477385;11,681092;523
25506;VIA NUOVA CENTRO;VIA NUOVA 795;MEDICINA;713268;928488;44,476462;11,680534;523
25509;VIA NUOVA;VIA NUOVA 1774;MEDICINA;713694;929357;44,484151;11,686244;523
25510;VIA NUOVA;VIA NUOVA 1851;MEDICINA;713743;929434;44,484829;11,686891;523
25511;NUOVA CAMPOLUPO;VIA NUOVA 2760;MEDICINA;714133;930234;44,491908;11,692121;523
25512;NUOVA CAMPOLUPO;VIA NUOVA FR 2760;MEDICINA;714151;930242;44,491975;11,692351;523
25513;FONDO MAZZINI;VIA NUOVA 3740;MEDICINA;714566;931096;44,499531;11,697919;523
25514;FONDO MAZZINI;VIA NUOVA 3943;MEDICINA;714640;931202;44,500462;11,698893;523
25517;BUDA;VIA NUOVA FR 4341;MEDICINA;714919;931773;44,505514;11,702636;523
25518;BUDA;VIA NUOVA 4341;MEDICINA;714916;931733;44,505156;11,702581;523
25521;BUDA CENTRO;VIA DEL SIGNORE 60;CASE CACCIATORI;715286;932394;44,510989;11,707506;523
25522;BUDA CENTRO;VIA DEL SIGNORE 97;CASE CACCIATORI;715359;932363;44,510689;11,708411;523
25525;PORTONOVO CASE NUOVE;VIA PORTONOVO FR 603/A;MEDICINA;716521;932487;44,511457;11,723066;526
25526;PORTONOVO CASE NUOVE;VIA PORTONOVO 603/A;MEDICINA;716533;932483;44,511417;11,723215;526
25529;PORTONOVO BV MERLO;VIA PORTONOVO FR 1883;MEDICINA;717548;933523;44,520464;11,736408;526
25530;PORTONOVO BV MERLO;VIA PORTONOVO 1883;MEDICINA;717553;933519;44,520427;11,73647;526
26501;FIORENTINA BIVIO;VIA OLMO 155;MEDICINA;707600;930926;44,500038;11,610319;523
26502;FIORENTINA BIVIO;VIA OLMO FR 155;MEDICINA;707594;930919;44,499977;11,610241;523
26505;FIORENTINA PONTICELLO;VIA FIORENTINA FR 1254;MEDICINA;708164;932036;44,509858;11,617853;523
26506;FIORENTINA PONTICELLO;VIA FIORENTINA 1254;MEDICINA;708157;932038;44,509878;11,617766;523
26509;FIORENTINA COOP;VIA FIORENTINA 3799;MEDICINA;708645;934433;44,531276;11,624867;523
26510;FIORENTINA COOP;VIA FIORENTINA FR 3799;MEDICINA;708631;934445;44,531388;11,624695;523
26513;FIORENTINA PESA;VIA FIORENTINA 4437;MEDICINA;708794;935054;44,536818;11,626991;523
26514;FIORENTINA PESA;VIA FIORENTINA 4432;MEDICINA;708787;935056;44,536838;11,626904;523
26517;FIORENTINA CHIESA;VIA FIORENTINA FR CHIESA;MEDICINA;709042;935566;44,54135;11,630317;523
26518;FIORENTINA CHIESA;VIA FIORENTINA ANG. CHIESA;MEDICINA;709038;935568;44,54137;11,630267;523
26521;FIORENTINA CA` NOVA;VIA FIORENTINA ANG. SANT`ANTONIO;MEDICINA;709323;936181;44,5468;11,6341;526
26522;FIORENTINA CA` NOVA;VIA FIORENTINA FR SANT`ANTONIO;MEDICINA;709317;936184;44,546828;11,634026;526
26525;LA VALLONA OFFICINA;VIA SANT`ANTONIO 661;MEDICINA;709819;936203;44,546853;11,640346;526
26526;LA VALLONA OFFICINA;VIA SANT`ANTONIO FR 661;MEDICINA;709819;936212;44,546934;11,64035;526
26529;AZIENDA MALVEZZA;VIA SANT`ANTONIO 1251;MEDICINA;710560;935934;44,544218;11,649555;526
26530;AZIENDA MALVEZZA;VIA SANT`ANTONIO FR 1251;MEDICINA;710571;935956;44,544413;11,649702;526
26533;PIOPPA STORTA;VIA SANT`ANTONIO 3165/A;MEDICINA;712422;935667;44,541271;11,672859;526
26534;PIOPPA STORTA;VIA SANT`ANTONIO FR 3165/A;MEDICINA;712422;935672;44,541316;11,672861;526
26537;LA VALLONA CA` DEL FABBRO;VIA SANT`ANTONIO FR 3870;MEDICINA;713110;935812;44,542372;11,68157;526
26538;LA VALLONA CA` DEL FABBRO;VIA SANT`ANTONIO 3870;MEDICINA;713103;935832;44,542554;11,681491;526
26541;LA VALLONA;VIA SANT`ANTONIO ANG. CANALE;MEDICINA;713916;936695;44,550074;11,692071;526
26542;LA VALLONA;VIA SANT`ANTONIO FR CANALE;MEDICINA;713913;936700;44,55012;11,692036;526
26545;SANT`ANTONIO PESA;VIA SANT`ANTONIO 5933;MEDICINA;714666;937112;44,553601;11,701677;526
26546;SANT`ANTONIO PESA;VIA SANT`ANTONIO 5956;MEDICINA;714660;937123;44,553702;11,701606;526
26549;CA` LUCIA;VIA SANT`ANTONIO 7111;SANT`ANTONIO;715689;937688;44,558476;11,714783;526
26550;CA` LUCIA;VIA SANT`ANTONIO 7114;SANT`ANTONIO;715686;937695;44,55854;11,714749;526
26553;SANT`ANTONIO;VIA SANT`ANTONIO 7581;SANT`ANTONIO;716138;937916;44,560392;11,720526;526
26554;SANT`ANTONIO;VIA SANT`ANTONIO 7592;SANT`ANTONIO;716133;937928;44,560501;11,720468;526
26557;PORTONOVO BIVIO;VIA CAPPELLETTI FR 520;MEDICINA;716648;938173;44,56255;11,727049;526
26558;PORTONOVO BIVIO;VIA CAPPELLETTI 520;MEDICINA;716644;938179;44,562605;11,727001;526
26561;DUE CIPRESSI;SP VIA BASSA 579;MEDICINA;716953;937647;44,557728;11,730664;526
26562;DUE CIPRESSI;SP50 VIA BASSA 546/E;MEDICINA;716933;937718;44,558372;11,730442;526
26565;COOP AGRICOLA ACLI;VIA BASSA FR 1616;MEDICINA;717504;936838;44,550287;11,737252;526
26566;COOP AGRICOLA ACLI;VIA BASSA 1616;MEDICINA;717508;936841;44,550313;11,737304;526
26569;PORTONOVO PESA;VIA BASSA FR PESA;MEDICINA;718243;936036;44,542852;11,746206;526
26570;PORTONOVO PESA;VIA BASSA ANG. PESA;MEDICINA;718249;936040;44,542886;11,746283;526
26573;PORTONOVO CASELLO;VIA BASSA FR 36;MEDICINA;718676;935553;44,538378;11,751446;526
26574;PORTONOVO CASELLO;VIA BASSA 36;MEDICINA;718693;935566;44,538489;11,751665;526
26577;DOVESI;VIA PORTONOVO 4212;PORTONOVO;719064;935065;44,533872;11,756117;526
26578;DOVESI;VIA PORTONOVO FR 4212;MEDICINA;719069;935059;44,533816;11,756177;526
26581;PORTONOVO;PIAZZA SONG MY 1;PORTONOVO;718750;934717;44,530838;11,752022;526
26582;PORTONOVO;PIAZZA SONG MY FR 1;PORTONOVO;718757;934713;44,530799;11,752108;526
26589;PORTONOVO SCUOLE;VIA BASSA FR 4484;MEDICINA;719470;934788;44,531257;11,761103;526
26590;PORTONOVO SCUOLE;VIA BASSA 4484;MEDICINA;719470;934796;44,531329;11,761107;526
26593;PONTE SILLARO;VIA BENELLI 8;IMOLA;719907;934320;44,526916;11,766397;526
26594;PONTE SILLARO;VIA BENELLI FR 8;IMOLA;719909;934329;44,526996;11,766426;526
26595;SPAZZATE SASSATELLI;VIA CARDINALA 23;IMOLA;721071;934237;44,525814;11,780993;634
26596;SPAZZATE SASSATELLI;VIA CARDINALA 36;IMOLA;721064;934267;44,526086;11,780918;526
26597;SPAZZATE SASSATELLI;VIA CARDINALA 23;IMOLA;721071;934237;44,525814;11,780993;730
26598;SPAZZATE SASSATELLI;VIA CARDINALA 36;IMOLA;721064;934267;44,526086;11,780918;730
26601;RAMPINA BIVIO;VIA CARDINALA BV RAMPINA;IMOLA;721092;934769;44,530591;11,781485;730
26602;RAMPINA BIVIO;VIA CARDINALA FR BV RAMPINA;IMOLA;721084;934769;44,530594;11,781385;730
26603;RAMPINA BIVIO;VIA CARDINALA BV RAMPINA;IMOLA;721092;934769;44,530591;11,781485;634
26604;RAMPINA BIVIO;VIA CARDINALA FR BV RAMPINA;IMOLA;721084;934769;44,530594;11,781385;526
26605;SAGRATE;VIA RAMPINA 41;CASE OLIVIERI;722571;934050;44,523672;11,799767;730
26606;SAGRATE;VIA RAMPINA FR 41;CASE OLIVIERI;722574;934056;44,523725;11,799807;730
26609;CHIESANUOVA;VIA CORONELLA 92;CHIESANUOVA;723383;933598;44,519356;11,809778;730
26610;CHIESANUOVA;VIA CORONELLA FR 92;CHIESANUOVA;723376;933600;44,519377;11,80969;730
26613;CONSELICE ACQUEDOTTO;VIA GUGLIELMA FR 18;CONSELICE;724748;933212;44,515462;11,826765;730
26614;CONSELICE ACQUEDOTTO;VIA GUGLIELMA 18;CONSELICE;724753;933231;44,515631;11,826836;730
26617;CONSELICE;VIA BATTISTI FR.CIV. 15;CONSELICE;725160;932958;44,51305;11,831832;730
26618;CONSELICE;VIA BATTISTI CIV. 11;CONSELICE;725121;932894;44,512486;11,831314;730
26645;LAVEZZOLA;VIA BASTIA VECCHIA 135;LAVEZZOLA;728230;938825;44,564838;11,873004;798
26646;LAVEZZOLA;VIA BASTIA VECCHIA FR 167;LAVEZZOLA;728236;938729;44,563973;11,873037;798
26649;PONTE BASTIA;VIA MARTIRI DI PONTE BASTIA BV SS 16;ARGENTA;728440;940296;44,577998;11,876298;798
26650;PONTE BASTIA;VIA MARTIRI DI PONTE BASTIA BV SS 16;ARGENTA;728439;940308;44,578106;11,876291;798
26653;CASA GANDINO;VIA MARTIRI DI PONTE BASTIA 10;ARGENTA;729614;940699;44,581248;11,891246;701
26654;CASA GANDINO;VIA MARTIRI DI PONTE BASTIA FR 10;ARGENTA;729610;940715;44,581393;11,891203;701
26657;BORGO ARRINGHE;VIA VIII SETTEMBRE 1944 CIV.1;CASE SELVATICHE;730475;940955;44,583275;11,902193;701
26658;BORGO ARRINGHE;VIA VIII SETTEMBRE 1944 FR 1;CASE SELVATICHE;730472;940962;44,583339;11,902158;701
26661;CASE SELVATICHE;VIA VIII SETTEMBRE 1944 CIV.129;CASE SELVATICHE;731057;941110;44,584482;11,909584;701
26662;CASE SELVATICHE;VIA VIII SETTEMBRE 1944_  40;CASE SELVATICHE;731092;941128;44,584632;11,910033;701
26665;FILO;VIA VIII SETTEMBRE 1944 CIV.11/A;FILO;732588;941549;44,587936;11,929044;701
26666;FILO;VIA VIII SETTEMBRE 1944 FR 11/A;FILO;732585;941557;44,588009;11,929009;701
26669;LODIGIANA;VIA MARGOTTI 66;FILO;733323;941739;44,589407;11,938377;701
26670;LODIGIANA;VIA MARGOTTI FR 66;ARGENTA;733316;941760;44,589598;11,938298;701
26673;MOLINO DI FILO;VIA MARGOTTI 150/A;MOLINO DI FILO;734565;942108;44,592321;11,954171;701
26674;MOLINO DI FILO;VIA MARGOTTI FR 146;MOLINO DI FILO;734530;942106;44,592314;11,95373;701
26677;TROTTA;VIA MARGOTTI 168;ARGENTA;736604;942603;44,596104;11,980054;701
26678;TROTTA;VIA MARGOTTI FR 168;ARGENTA;736545;942609;44,596177;11,979314;701
26681;MENATE;VIA XI APRILE 1945 73;ARGENTA;738539;943126;44,600167;12,004643;701
26682;MENATE;VIA XI APRILE 1945 FR 79;MENATE;738496;943139;44,600298;12,004108;701
26689;LONGASTRINO;VIA MOLINETTO 2/E;ARGENTA;738875;941808;44,588207;12,008259;701
26690;LONGASTRINO;VIA MOLINETTO 1/E;LONGASTRINO;738898;941812;44,588235;12,00855;701
26701;VIA CARDINALA PALAZZINA;VIA CARDINALA 52;CONSELICE;721333;935636;44,538314;11,784887;634
26702;VIA CARDINALA PALAZZINA;VIA CARDINALA FR 52;IMOLA;721322;935637;44,538326;11,784749;730
26705;CAMPOTTO CHIESA;VIA CARDINALA 169;CAMPOTTO;721824;938643;44,565202;11,792353;634
26706;CAMPOTTO CHIESA;VIA CARDINALA 104;CAMPOTTO;721823;938667;44,565418;11,792351;634
26709;CAMPOTTO;VIA CARDINALA 11/D;CAMPOTTO;721986;939438;44,5723;11,794733;634
26710;CAMPOTTO;VIA CARDINALA FR 11/D;CAMPOTTO;721971;939438;44,572305;11,794545;634
26714;CAMPOTTO DUE PONTI;VIA CARDINALA PONTE CAMPOTTO;CAMPOTTO;721971;939500;44,572862;11,794571;634
28499;CASTEL GUELFO Z.I.VIA FOR;VIA FORD (LATO OUTLET);CASTEL GUELFO DI BOLOGNA;707512;923314;44,431605;11,606163;524
28500;CASTEL GUELFO Z.I.VIA FOR;VIA FORD (LATO STABILIMENTO FORD);CASTEL SAN PIETRO TERME;707562;923275;44,43124;11,606775;524
28501;CASTEL S.PIETRO T. ZONA A;VIA COVA BV FLEMING;CASTEL SAN PIETRO TERME;706133;920363;44,405459;11,587683;513
28502;CASTEL S.PIETRO T. ZONA A;VIA COVA FR BV FLEMING;CASTEL SAN PIETRO TERME;706135;920306;44,404946;11,587686;513
28503;CASTEL GUELFO Z.I. VIA DE;VIA DEL CONCIA 8/A;CASTEL GUELFO DI BOLOGNA;707851;923906;44,436832;11,610655;524
28504;CASTEL GUELFO Z.I. VIA DE;VIA DEL CONCIA 3/A;CASTEL GUELFO DI BOLOGNA;707883;923939;44,43712;11,61107;524
28505;CASTEL SAN PIETRO INGR. A;VIA SAN CARLO FR 1530;CASTEL SAN PIETRO TERME;707096;922127;44,421049;11,600468;513
28506;CASTEL SAN PIETRO INGR. A;VIA SAN CARLO 1530;CASTEL SAN PIETRO TERME;707116;922119;44,420971;11,600716;513
28507;SAN CARLO MADONNA DI POGG;VIA SAN CARLO PASSO CARRABILE DEL CIVICO;CASTEL SAN PIETRO TERME;708008;925019;44,446797;11,613072;523
28508;SAN CARLO MADONNA DI POGG;VIA SAN CARLO;CASTEL GUELFO DI BOLOGNA;708071;925101;44,447516;11,613896;523
28509;POGGIO PICCOLO SAN CARLO;VIA SAN CARLO 7;CASTEL GUELFO DI BOLOGNA;707683;924301;44,440433;11,608705;524
28510;POGGIO PICCOLO SAN CARLO;VIA SAN CARLO FR 7/B;CASTEL GUELFO DI BOLOGNA;707701;924337;44,440751;11,608945;524
28511;CARTARA;VIA SAN CARLO 2117;MEDICINA;708661;926741;44,462095;11,621964;523
28512;CARTARA;VIA SAN CARLO FR 2117;CASTEL GUELFO DI BOLOGNA;708674;926750;44,462172;11,622131;523
28514;CASTEL SAN PIETRO STAZION;VIA SAN CARLO PARCHEGGIO NORD STAZIONE F;CASTEL SAN PIETRO TERME;706928;920623;44,407571;11,597761;513
28537;COOP QUADRI;VIA IDICE BV BARILLI;MEDICINA;714713;939662;44,576518;11,70333;526
28538;COOP QUADRI;VIA IDICE FR BV BARILLI;MEDICINA;714738;939658;44,576475;11,703643;526
28539;MOLINELLA BRUCIATE;VIA MACCARESE FR 7;MOLINELLA;714786;940283;44,582081;11,704508;526
28540;MOLINELLA BRUCIATE;VIA MACCARESE 7;MOLINELLA;714811;940280;44,582047;11,704821;526
28541;MARMORTA BIVIO;VIA ROMAGNE 34;MOLINELLA;715293;942189;44,599069;11,711685;537
28542;MARMORTA BIVIO;VIA ROMAGNE FR 34;MOLINELLA;715295;942198;44,59915;11,711714;537
28543;VIA MACCARESE;VIA MACCARESE FR. CIV. 3;MOLINELLA;715110;941173;44,589988;11,708957;537
28544;VIA MACCARESE;VIA MACCARESE CIV. 3;MOLINELLA;715136;941164;44,589899;11,70928;537
28545;AZIENDA SALINA;VIA ROMAGNE FR 9;MOLINELLA;714259;943039;44,607022;11,699025;537
28546;AZIENDA SALINA;VIA ROMAGNE 9;MOLINELLA;714261;943047;44,607093;11,699053;537
28551;MOLINELLA STADIO;VIA FABBRI 40 MT DOPO INTRES.VIA BATTIST;MOLINELLA;711918;944287;44,618938;11,67007;536
28552;MOLINELLA STADIO;VIA FABBRI 70 MT PRIMA INTERS. VIA BATTI;MOLINELLA;711944;944296;44,619011;11,670401;536
28553;MOLINELLA CIRCONVALLAZION;VIA CIRCONVALLAZIONE 50 MT DOPO CIV 42;MOLINELLA;711709;944763;44,62328;11,667635;536
28555;MOLINELLA CIRCONVALLAZION;VIA CIRCONVALLAZIONE FR 42;MOLINELLA;711685;944738;44,623062;11,667322;536
28557;MOLINELLA STAZIONE;VIA CIRCONVALLAZIONE LATO FERROVIA;MOLINELLA;711801;945238;44,627524;11,668989;536
28558;MOLINELLA STAZIONE;VIA MAZZINI 324;MOLINELLA;711880;945220;44,627339;11,669976;536
28559;CIRCONVALLAZIONE BIVIO CA;VIA SP 5 PROVINCIALE CIRCONVALLAZIONE 72;MOLINELLA;711750;944958;44,625021;11,668231;536
28560;CIRCONVALLZIONE BIVIO CAR;VIA SP 5 PROVINCIALE CIRCONVALLAZIONE FR;MOLINELLA;711740;944919;44,624673;11,668089;536
