codice;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
28561;GHIARONI;VIA CANALE DELLA BOTTE 1;SAN PIETRO CAPOFIUME;710843;947325;44,646574;11,657782;536
28562;GHIARONI;VIA CANALE DELLA BOTTE FR 1;SAN PIETRO CAPOFIUME;710847;947340;44,646707;11,657839;536
30001;GRANAROLO FOGGIA NUOVA;VIA SAN DONATO 68;GRANAROLO DELL`EMILIA;693440;934658;44,537536;11,433765;531
30002;GRANAROLO FOGGIA NUOVA;VIA SAN DONATO FR 68;GRANAROLO DELL`EMILIA;693406;934642;44,537402;11,433332;531
30003;GRANAROLO DE ROSSI;parcheggio interno via san donato 15 met;GRANAROLO DELL`EMILIA;694716;937004;44,558294;11,450697;531
30005;GRANAROLO HOTEL KING;VIA SAN DONATO FR 79/2;CASTENASO;693970;935144;44,541765;11,440613;531
30006;GRANAROLO HOTEL KING;VIA SAN DONATO 79/2;GRANAROLO DELL`EMILIA;693946;935118;44,541538;11,440301;531
30009;GRANAROLO MATTEUCCI;VIA SAN DONATO 72;GRANAROLO DELL`EMILIA;694194;935657;44,546319;11,443623;531
30010;GRANAROLO MATTEUCCI;VIA SAN DONATO 25 METRI DOPO CIV. 101;GRANAROLO DELL`EMILIA;694240;935804;44,547629;11,444257;531
30013;GRANAROLO ROMA;VIA SAN DONATO FR 147;GRANAROLO DELL`EMILIA;694375;936105;44,5503;11,446069;531
30014;GRANAROLO ROMA;VIA SAN DONATO 163;GRANAROLO DELL`EMILIA;694423;936254;44,551627;11,446729;531
30017;GRANAROLO;VIA SAN DONATO 110/2;GRANAROLO DELL`EMILIA;694591;936618;44,554856;11,448979;531
30018;GRANAROLO;VIA SAN DONATO 209/C;GRANAROLO DELL`EMILIA;694561;936585;44,554567;11,448589;531
30021;GRANAROLO TARTARINI;VIA SAN DONATO 35mt dopo intersez. VIA P;GRANAROLO DELL`EMILIA;694687;936850;44,556917;11,450274;531
30022;GRANAROLO TARTARINI;VIA SAN DONATO 15 METRI PRIMA CIV. 245;GRANAROLO DELL`EMILIA;694707;936921;44,55755;11,450553;531
30025;RAMELLO;VIA SAN DONATO 154;GRANAROLO DELL`EMILIA;695280;938254;44,569384;11,458266;531
30026;RAMELLO;VIA SAN DONATO FR 154;GRANAROLO DELL`EMILIA;695271;938257;44,569414;11,458154;531
30027;SANTA BRIGIDA BIVIO;SP5 SAN DONATO KM 6+960;GRANAROLO DELL`EMILIA;695209;939002;44,576131;11,457656;531
30028;SANTA BRIGIDA BIVIO;SP5 SAN DONATO KM 6+930;GRANAROLO DELL`EMILIA;695189;938997;44,576092;11,457403;531
30049;TRAPANINO BIVIO;VIA REGGIANI 20 METRI PRIMA INTERSEZIONE;GRANAROLO DELL`EMILIA;695358;939935;44,584483;11,459885;531
30050;TRAPANINO BIVIO;VIA REGGIANI 40 M DOPO INTERSEZIONE CON;BUDRIO;695358;939929;44,584429;11,459883;531
30053;ARMAROLO;VIA SAVENA SUPERIORE 15;ARMAROLO;695626;941083;44,594735;11,463695;531
30054;ARMAROLO;VIA SAVENA SUPERIORE FR 27;MINERBIO;695610;941059;44,594524;11,463484;531
30057;ARMAROLO CHIESA;SP5 SAN DONATO KM 10+150;BUDRIO;696149;941653;44,59972;11,470495;531
30058;ARMAROLO CHIESA;SP5 SAN DONATO KM10;MINERBIO;696120;941595;44,599206;11,470108;531
30061;MELO (BIVIO);VIA SAVENA SUPERIORE 86/B;MINERBIO;696419;942111;44,603765;11,474069;531
30062;MELO (BIVIO);VIA SAVENA SUPERIORE km.12+980;MINERBIO;696448;942170;44,604288;11,474457;531
30065;CANTELLERIA;VIA SAVENA SUPERIORE FR 61;MINERBIO;696769;942881;44,610595;11,47877;532
30066;CANTELLERIA;VIA SAVENA SUPERIORE 61;MINERBIO;696789;942921;44,61095;11,479037;532
30069;MINERBIO ZENA;VIA SAVENA SUPERIORE 16;MINERBIO;697031;943329;44,614553;11,482241;532
30070;MINERBIO ZENA;VIA SAVENA SUPERIORE FR 4;MINERBIO;697082;943436;44,615501;11,482924;532
30073;MINERBIO SCUOLE;VIA ROMA CIV 22;MINERBIO;697376;944012;44,620601;11,486847;532
30074;MINERBIO SCUOLE;VIA ROMA FR CIV 20;MINERBIO;697398;944087;44,62127;11,487153;532
30077;MINERBIO;VIA ROMA 4;MINERBIO;697512;944271;44,622893;11,48866;532
30078;MINERBIO;VIA GARIBALDI 12/C;MINERBIO;697597;944399;44,624021;11,489779;532
30081;MINERBIO CANALETTO;VIA GARIBALDI 13/F;MINERBIO;697774;944630;44,62605;11,492097;532
30082;MINERBIO CANALETTO;VIA GARIBALDI CIV 104;MINERBIO;697785;944755;44,627171;11,492284;532
30085;MINERBIO DISPENSARIO;VIA SAVENA INFERIORE FR 88;MINERBIO;698188;944990;44,629174;11,49745;532
30086;MINERBIO DISPENSARIO;VIA SAVENA INFERIORE 94;MINERBIO;698198;945002;44,629279;11,497581;532
30089;TINTORIA PIAZZA NUOVA;VIA SAVENA INFERIORE 15/C;TINTORIA;699102;945331;44,631989;11,509094;532
30090;TINTORIA PIAZZA NUOVA;VIA SAVENA INFERIORE 106;TINTORIA;699019;945328;44,631985;11,508047;532
30093;TINTORIA;VIA SAVENA INFERIORE 67;TINTORIA;699759;945558;44,633848;11,517457;532
30094;TINTORIA;VIA SAVENA INFERIORE FR 65;TINTORIA;699628;945504;44,633399;11,515786;532
30097;BARUZZA;VIA MARCONI (SP 5) FR 12;MINERBIO;700659;946712;44,643976;11,529245;533
30098;BARUZZA;VIA MARCONI (SP 5) 22;BARICELLA;700633;946708;44,643947;11,528915;533
30100;BARICELLA FONDO ALTO;SP 5 VIA MARCONI 42/44;BARICELLA;700265;946432;44,641568;11,524172;532
30101;BARICELLA FONDO ALTO;SP5 VIA SAVENA INFERIORE 85;MINERBIO;700234;946350;44,640839;11,523749;532
30103;BARICELLA SCUOLE;VIA ROMA FR 3-5;BARICELLA;700857;946888;44,645504;11,531808;533
30104;BARICELLA SCUOLE;VIA ROMA 27;BARICELLA;700872;946921;44,645796;11,53201;533
30105;BARICELLA;PIAZZA SANDRO PERTINI 1;BARICELLA;701090;947095;44,6473;11,534824;533
30106;BARICELLA;VIA ROMA 243;BARICELLA;701050;947077;44,647149;11,534313;533
30109;BARICELLA STAZIONE;VIA SAVENA VECCHIA 4;BARICELLA;701318;947285;44,648945;11,537771;533
30110;BARICELLA STAZIONE;VIA SAVENA VECCHIA fr 10;BARICELLA;701294;947276;44,648871;11,537465;533
30501;BORGO SANT`ANNA;VIA SAVENA VECCHIA 114;BARICELLA;701784;947714;44,652673;11,543811;533
30502;BORGO SANT`ANNA;VIA SAVENA VECCHIA 41;BARICELLA;701752;947699;44,652547;11,543402;533
30505;CITTADELLA;VIA SAVENA VECCHIA FR 91;BARICELLA;702269;948108;44,65608;11,550077;534
30506;CITTADELLA;VIA SAVENA VECCHIA 79;BARICELLA;702251;948104;44,656049;11,549849;534
30507;CAVALLE BUSCHETTI;VIA CAVALLE 22/3;BARICELLA;703467;950374;44,676121;11,566072;534
30509;PODERE FRANCAVILLA;VIA SAVENA VECCHIA FR 127;BARICELLA;702621;948351;44,658166;11,554608;534
30510;PODERE FRANCAVILLA;VIA SAVENA VECCHIA 149;BARICELLA;702674;948399;44,658583;11,555295;534
30511;MONDONUOVO MARSIGLIA;S.P.5 VIA SAVENA VECCHIA 268;BARICELLA;705429;949505;44,667747;11,590452;534
30513;SAN GABRIELE BORGO;VIA SAVENA VECCHIA FR 325;SAN GABRIELE;703763;949044;44,664075;11,569274;534
30514;SAN GABRIELE BORGO;VIA SAVENA VECCHIA 301;SAN GABRIELE;703712;949041;44,664063;11,56863;534
30515;CAVALLE BORGO;VIA CAVALLE CABINA ENEL N 112507;SAN GABRIELE;703585;949109;44,664711;11,567056;534
30516;CAVALLE BORGO;VIA CAVALLE 5;SAN GABRIELE;703568;949113;44,664751;11,566844;534
30517;SAN GABRIELE CHIESA;VIA SAVENA VECCHIA CIV. 234;SAN GABRIELE;704473;949245;44,665681;11,578301;534
30518;SAN GABRIELE CHIESA;VIA SAVENA VECCHIA FR BV UNITA` D`ITALIA;SAN GABRIELE;704407;949244;44,665691;11,577469;534
30519;CAVALLE BOMBETTE;VIA CAVALLE 14;BARICELLA;703098;949823;44,67127;11,561202;534
30520;CAVALLE BOMBETTE;VIA CAVALLE FR 14;BARICELLA;703073;949818;44,671232;11,560885;534
30521;SAN GABRIELE CONSORZIO;VIA SAVENA VECCHIA FR 519;BARICELLA;704891;949354;44,666543;11,583612;534
30522;SAN GABRIELE CONSORZIO;VIA SAVENA VECCHIA 545;BARICELLA;704988;949393;44,666866;11,58485;534
30523;CAVALLE BOSCHI VECCHIA;VIA CAVALLE 34;BARICELLA;703784;951703;44,687983;11,570596;534
30524;MONDONUOVO MARSIGLIA;S.P.5 VIA SAVENA VECCHIA 567;BARICELLA;705382;949498;44,667697;11,589857;534
30525;MONDONUOVO PALAZZINA;VIA SAVENA VECCHIA 152;BARICELLA;705864;949626;44,66871;11,595983;534
30526;MONDONUOVO PALAZZINA;VIA SAVENA VECCHIA 497;MONDONUOVO;705862;949634;44,668783;11,595961;534
30528;CAVALLE BOSCHI VECCHIA;VIA CAVALLE 27;BARICELLA;703767;951698;44,687943;11,57038;534
30529;MONDONUOVO;VIA SAVENA VECCHIA FR 571;MONDONUOVO;706316;949716;44,66939;11,601716;534
30530;MONDONUOVO;VIA SAVENA VECCHIA 571;MONDONUOVO;706314;949728;44,669499;11,601695;534
30531;MONDONUOVO DEPOSITO;VIA SAVENA VECCHIA FR 621;BARICELLA;706092;949679;44,669122;11,598878;534
30533;PONTE LORGANA;VIA SAVENA VECCHIA KM 6+760;BARICELLA;707461;949748;44,669348;11,616158;631
30534;PONTE LORGANA;VIA SAVENA VECCHIA FR KM 6+760;BARICELLA;707459;949756;44,669421;11,616136;631
30535;MONDONUOVO DEPOSITO;VIA SAVENA VECCHIA;BARICELLA;706105;949642;44,668785;11,599027;534
30537;PODERE FORNACE;VIA CANALE DELLA BOTTE FR 14;MOLINELLA;708018;949090;44,66327;11,622911;631
30538;PODERE FORNACE;VIA CANALE DELLA BOTTE 14;MOLINELLA;708024;949093;44,663295;11,622988;631
30539;MONDONUOVO DEPOSITO;VIA SAVENA VECCHIA;BARICELLA;706111;949626;44,66864;11,599096;534
30541;ALBERINO MOLINO;VIA CANALE DELLA BOTTE 91;SAN PIETRO CAPOFIUME;709847;947984;44,652791;11,645505;536
30542;ALBERINO MOLINO;VIA CANALE DELLA BOTTE FR 91;SAN PIETRO CAPOFIUME;709856;947989;44,652834;11,64562;536
31001;SANTA BRIGIDA;VIA SAN DONATO 162;GRANAROLO DELL`EMILIA;695842;938645;44,572749;11,465486;531
31002;SANTA BRIGIDA;VIA SAN DONATO BV S. BRIGIDA;GRANAROLO DELL`EMILIA;695747;938640;44,572729;11,464289;531
31005;PONTICA;VIA SAN DONATO 192;GRANAROLO DELL`EMILIA;696240;938827;44,574277;11,470563;531
31006;PONTICA;VIA SAN DONATO FR 178;GRANAROLO DELL`EMILIA;696228;938837;44,57437;11,470416;531
31009;ARMAROLO CA` BIANCA;VIA TRAPANINO BV CA` BIANCA;BUDRIO;696432;939513;44,580395;11,473241;531
31010;ARMAROLO CA` BIANCA;VIA TRAPANINO FR BV CA` BIANCA;GRANAROLO DELL`EMILIA;696471;939487;44,58015;11,473722;531
31013;ARMAROLO BELLONE;VIA TRAPANINO 11;BUDRIO;695795;939797;44,583123;11,465333;531
31014;ARMAROLO BELLONE;VIA TRAPANINO FR 11;GRANAROLO DELL`EMILIA;695793;939791;44,583069;11,465305;531
31017;TRAPANINO;VIA TRAPANINO 13;BUDRIO;695426;939931;44,584428;11,46074;531
31018;TRAPANINO;VIA TRAPANINO FR 13;GRANAROLO DELL`EMILIA;695425;939923;44,584356;11,460724;531
32002;GRANAROLO BRENTI;VIA BRENTI (Rotonda);GRANAROLO DELL`EMILIA;694511;936640;44,555075;11,447981;531
32005;GRANAROLO SCUOLA MEDIA;VIA ROMA FR PL 10;GRANAROLO DELL`EMILIA;694260;936213;44,551302;11,444663;531
32006;GRANAROLO SCUOLA MEDIA;VIA ROMA FR 29;GRANAROLO DELL`EMILIA;694235;936245;44,551597;11,44436;531
32007;GRANAROLO DALLA CHIESA;VIA ROMA 69;GRANAROLO DELL`EMILIA;694006;936322;44,552351;11,441509;531
32008;GRANAROLO DALLA CHIESA;VIA ROMA 34/3;GRANAROLO DELL`EMILIA;693991;936333;44,552454;11,441324;531
32009;VIADAGOLA CENTRO SPORTIVO;VIA ROMA 75;GRANAROLO DELL`EMILIA;693667;936454;44,55363;11,437294;531
32010;VIADAGOLA CENTRO SPORTIVO;VIA ROMA 38;GRANAROLO DELL`EMILIA;693651;936467;44,553751;11,437098;531
32013;VIADAGOLA;VIA ROMA FR 50;GRANAROLO DELL`EMILIA;693371;936568;44,554734;11,433614;531
32014;VIADAGOLA;VIA ROMA 46;GRANAROLO DELL`EMILIA;693426;936555;44,554603;11,434301;531
32021;VIADAGOLA CHIESA;VIA ROMA 89;VIADAGOLA;693008;936729;44,55628;11,429107;531
32022;VIADAGOLA CHIESA;VIA ROMA FR 89;VIADAGOLA;693010;936738;44,55636;11,429136;531
32025;CADRIANO ROMA;VIA CADRIANO 50 MT PRIMA DELLA ROTATORIA;GRANAROLO DELL`EMILIA;691440;937310;44,561924;11,409598;531
32026;CADRIANO ROMA;VIA CADRIANO 100 MT DOPO LA ROTATORIA;GRANAROLO DELL`EMILIA;691416;937270;44,56157;11,409281;531
32029;CADRIANO SCUOLE ELEMENTAR;VIA CADRIANO 56;GRANAROLO DELL`EMILIA;691269;936888;44,558173;11,40729;531
32030;CADRIANO SCUOLE ELEMENTAR;VIA CADRIANO 71;GRANAROLO DELL`EMILIA;691178;936672;44,556255;11,406065;531
32033;CADRIANO GANDOLFI;VIA CADRIANO FR 49;FABBRERIA DI CADRIANO;690828;936152;44,55167;11,40147;531
32034;CADRIANO GANDOLFI;VIA CADRIANO 49;FABBRERIA DI CADRIANO;690823;936156;44,551707;11,401408;531
32037;CADRIANO;VIA CADRIANO 16/3;CADRIANO;690685;935916;44,549585;11,399584;531
32038;CADRIANO;VIA CADRIANO FR 16/3;CADRIANO;690676;935920;44,549624;11,399472;531
32041;CADRIANO MATTEOTTI;VIA CADRIANO FR 29;CADRIANO;690575;935680;44,547492;11,398113;531
32042;CADRIANO MATTEOTTI;VIA CADRIANO 29;CADRIANO;690568;935680;44,547493;11,398025;531
32045;CADRIANO DI VITTORIO;VIA CADRIANO FR 5;BOLOGNA;690374;935150;44,542777;11,395389;531
32046;CADRIANO DI VITTORIO;VIA CADRIANO 5;CADRIANO;690351;935154;44,542819;11,395101;531
32101;Z.I. CADRIANO XXV APRILE;VIA XXV APRILE FR 34;CADRIANO;690257;936058;44,550976;11,394252;531
32102;Z.I. CADRIANO XXV APRILE;VIA XXV APRILE 34;CADRIANO;690267;936069;44,551072;11,394382;531
32105;Z.I. CADRIANO BUOZZI;VIA BUOZZI 4;CADRIANO;689958;936103;44,551459;11,390508;531
32106;Z.I. CADRIANO BUOZZI;VIA BUOZZI 3;CADRIANO;689941;936098;44,551419;11,390292;531
32109;Z.I. CADRIANO MATTEOTTI 2;VIA MATTEOTTI 34;CADRIANO;689970;935935;44,549945;11,390597;531
32110;Z.I. CADRIANO MATTEOTTI 2;VIA MATTEOTTI FR 32;CADRIANO;689986;935913;44,549743;11,39079;531
32113;Z.I. CADRIANO MATTEOTTI 1;VIA MATTEOTTI BV MASSARENTI;CADRIANO;690323;935768;44,54835;11,394975;531
32114;Z.I. CADRIANO MATTEOTTI 1;VIA MATTEOTTI BV NUOVA;CADRIANO;690340;935750;44,548183;11,395183;531
32117;Z.I. CADRIANO MINGHETTI;VIA MINGHETTI FR 12;CADRIANO;690230;935324;44,544381;11,393642;531
32118;Z.I. CADRIANO MINGHETTI;VIA MINGHETTI FR 13;CADRIANO;690224;935331;44,544445;11,393569;531
32121;Z.I. CADRIANO DI VITTORIO;VIA DI VITTORIO FR 7;CADRIANO;690215;935179;44,54308;11,3934;531
32122;Z.I. CADRIANO DI VITTORIO;VIA DI VITTORIO 7;CADRIANO;690233;935156;44,542869;11,393618;531
32199;VIADAGOLA CHIESA;VIA VIADAGOLA FR 27;VIADAGOLA;693120;936736;44,556313;11,430519;531
32200;VIADAGOLA CHIESA;VIA VIADAGOLA 25;VIADAGOLA;693099;936727;44,556237;11,430251;531
32201;VIADAGOLA PIOPPETO;VIA VIADAGOLA 70;GRANAROLO DELL`EMILIA;693372;937312;44,561426;11,433905;531
32202;VIADAGOLA PIOPPETO;VIA VIADAGOLA FR 70;GRANAROLO DELL`EMILIA;693363;937316;44,561464;11,433793;531
32203;PRATI PIPPOLA;VIA VIADAGOLA 80/2;GRANAROLO DELL`EMILIA;693643;938011;44,56764;11,437577;531
32204;PRATI PIPPOLA;VIA VIADAGOLA FR 80/2;GRANAROLO DELL`EMILIA;693635;938013;44,567661;11,437477;531
32205;CIVIDALE;VIA VIADAGOLA 82;GRANAROLO DELL`EMILIA;693866;938540;44,572339;11,440582;531
32206;CIVIDALE;VIA VIADAGOLA FR 82;GRANAROLO DELL`EMILIA;693860;938540;44,57234;11,440507;531
32209;FIBIA;VIA CHIESA 2;GRANAROLO DELL`EMILIA;693244;939273;44,579099;11,433031;531
32210;FIBIA;VIA CHIESA FR 2;GRANAROLO DELL`EMILIA;693236;939272;44,579092;11,432929;531
32213;LOVOLETO BV SCUOLE;VIA CHIESA BV VIA SCUOLE;GRANAROLO DELL`EMILIA;693298;939688;44,582817;11,433866;531
32214;LOVOLETO BV SCUOLE;VIA CHIESA BV VIA SCUOLE;GRANAROLO DELL`EMILIA;693291;939684;44,582783;11,433776;531
33001;PEZZINI;VIA CARREGGIATA 116;SAN PIETRO CAPOFIUME;709631;948355;44,656191;11,642935;536
33002;PEZZINI;VIA CARREGGIATA FR 116;MOLINELLA;709623;948349;44,656139;11,642832;536
33005;S.MARIA CODIFIUME BIVIO;VIA FASCINATA 24;MOLINELLA;709739;948846;44,660575;11,644497;536
33006;S.MARIA CODIFIUME BIVIO;VIA FASCINATA FR 24;MOLINELLA;709728;948851;44,660623;11,64436;536
33009;SANT`EMILIO SABBIONI;VIA IMPERIALE 12;ARGENTA;708592;950387;44,674767;11,630672;631
33010;SANT`EMILIO SABBIONI;VIA CONFINE SUPERIORE 60;BARICELLA;708585;950382;44,674724;11,630581;631
33013;SANT`EMILIO VILLA;VIA IMPERIALE 66;ARGENTA;708098;951014;44,680549;11,6247;631
33014;SANT`EMILIO VILLA;VIA IMPERIALE FR 66;BARICELLA;708117;950986;44,680292;11,624928;631
33017;GANDAZZOLO;VIA IMPERIALE FR 45;ARGENTA;707599;951662;44,686521;11,618673;631
33018;GANDAZZOLO;VIA IMPERIALE 45;BARICELLA;707593;951658;44,686487;11,618596;631
33021;GANDAZZOLO BIVIO BARICELL;VIA IMPERIALE FR. VIA PENNE;FERRARA;706906;952557;44,69477;11,610299;631
33022;GANDAZZOLO BIVIO BARICELL;VIA IMPERIALE ANG. VIA PENNE;BARICELLA;706898;952553;44,694736;11,610196;631
33025;FATTORIA PONTE DIAVOLO;VIA IMPERIALE 341;FERRARA;706582;952975;44,698622;11,606383;631
33026;FATTORIA PONTE DIAVOLO;VIA IMPERIALE FR 341;BARICELLA;706593;952949;44,698385;11,606511;631
33029;PASSO SEGNI GUIDETTI;VIA GUIDETTI FR 50;BARICELLA;705774;953915;44,707308;11,596573;631
33030;PASSO SEGNI GUIDETTI;VIA GUIDETTI 50;BARICELLA;705777;953911;44,707271;11,596609;631
33034;PASSO SEGNI;VIA GUIDETTI 25;BARICELLA;705117;953580;44,704483;11,588153;631
33999;RONCHI INFERIORE PIAVE;VIA RONCHI INFERIORE 33;CA` DE` FABBRI;694892;943798;44,619354;11,455484;540
34000;RONCHI INFERIORE PIAVE;VIA RONCHI INFERIORE 56;CA` DE` FABBRI;694911;943781;44,619196;11,455717;540
34001;RONCHI MARZABOTTO;VIA RONCHI INFERIORE 3/B;ZONA INDUSTRIALE DEI RONC;696031;943224;44,613882;11,469609;540
34002;RONCHI MARZABOTTO;VIA RONCHI INFERIORE 22;MINERBIO;696062;943191;44,613576;11,469987;540
34005;CA` DE FABBRI RONCHI INF.;VIA RONCHI INFERIORE FR 2/1;CA` DE` FABBRI;695082;943720;44,618601;11,457847;540
34006;CA` DE FABBRI RONCHI INF.;VIA RONCHI INFERIORE 2/1;CA` DE` FABBRI;695062;943711;44,618525;11,457592;540
34009;CA` DE FABBRI BARCHE NAZI;VIA BARCHE 3;CA` DE` FABBRI;694654;943725;44,618762;11,45246;540
34010;CA` DE FABBRI BARCHE NAZI;VIA BARCHE FR 3;MINERBIO;694651;943716;44,618681;11,452418;540
34101;Z.I. MINERBIO FOSSE ARDEA;VIA FOSSE ARDEATINE FR 3;ZONA INDUSTRIALE DEI RONC;696342;943333;44,614777;11,473567;540
34102;Z.I. MINERBIO VITTORIO VE;VIA CAVALIERI VITTORIO VENETO FR 1-2;ZONA INDUSTRIALE DEI RONC;696075;943428;44,615704;11,470241;540
34104;RONCHI IV NOVEMBRE;VIA RONCHI INFERIORE;ZONA INDUSTRIALE DEI RONC;695751;943364;44,615217;11,466136;540
34105;RONCHI IV NOVEMBRE;VIA RONCHI INFERIORE 140 METRI PRIMA DEL;ZONA INDUSTRIALE DEI RONC;695794;943350;44,615079;11,466673;540
34106;Z.I. MINERBIO IV NOVEMBRE;VIA IV NOVEMBRE 1;ZONA INDUSTRIALE DEI RONC;695712;943472;44,616199;11,465686;540
34301;BENTIVOGLIO Z.I. BARCHE;VIA BARCHE FR BV SAMMARINA;BENTIVOGLIO;692573;944364;44,625069;11,426493;544
34302;BENTIVOGLIO Z.I. BARCHE;VIA BARCHE BV SAMMARINA;BENTIVOGLIO;692568;944351;44,624954;11,426425;544
34305;BENTIVOGLIO BV SALICETO;VIA BARCHE 230 METRI PRIMA DEL CIV. 1;BENTIVOGLIO;692157;944526;44,626637;11,421314;544
34306;BENTIVOGLIO BV SALICETO;VIA BARCHE 230 METRI DOPO IL CIV. 1;BENTIVOGLIO;692117;944534;44,62672;11,420813;544
34311;MARPOSS FERMATA B;VIA SALICETO 13 - INTERNO STABILIMENTO;BENTIVOGLIO;691823;944140;44,623255;11,416963;544
34401;BENTIVOGLIO CIMITERO;VIA MARCONI LATO CIMITERO;BENTIVOGLIO;690912;945825;44,638653;11,406116;544
34402;BENTIVOGLIO CIMITERO;VIA MARCONI FR CIMITERO;BENTIVOGLIO;690877;945848;44,638869;11,405684;544
34403;BENTIVOGLIO VIETTA;VIA MARCONI FR 64/3;BENTIVOGLIO;691526;945620;44,636646;11,413774;544
34404;BENTIVOGLIO VIETTA;VIA MARCONI 64/2;BENTIVOGLIO;691580;945621;44,63664;11,414455;544
34409;BENTIVOGLIO MUNICIPIO;VIA MARCONI 31/E;BENTIVOGLIO;691882;945502;44,63549;11,418215;544
34410;BENTIVOGLIO MUNICIPIO;VIA MARCONI FR 31/E;BENTIVOGLIO;691886;945517;44,635623;11,418271;544
34498;CINQUANTA CATALDI;VIA CINQUANTA 7;SAN GIORGIO DI PIANO;690091;948074;44,659099;11,396606;545
34499;CINQUANTA CATALDI;VIA CINQUANTA FR 7;SAN GIORGIO DI PIANO;690094;948083;44,65918;11,396648;545
34502;CINQUANTA;VIA CHIESA INTERNO PARCHEGGIO PUBBLICO;SAN GIORGIO DI PIANO;690453;947920;44,657618;11,401111;545
34505;RUBIZZANO BV RAVEDA;VIA RUBIZZANO 1541;SAN PIETRO IN CASALE;691228;951334;44,68812;11,412152;546
34506;RUBIZZANO BV RAVEDA;VIA RUBIZZANO 1546;RUBIZZANO;691211;951314;44,687944;11,41193;546
34507;BELVEDERE;CIRCONVALLAZIONE NUOVA SP GALLIERA (DIR;SAN PIETRO IN CASALE;690721;951049;44,685691;11,405653;546
34508;BELVEDERE;CIRCONVALLAZIONE NUOVA SP GALLIERA (DIR;SAN PIETRO IN CASALE;690741;951030;44,685515;11,405898;546
34511;RUBIZZANO;VIA RUBIZZANO (TRA VIA RUBIZZANO E VIA F;SAN PIETRO IN CASALE;691291;951218;44,687059;11,412903;546
35001;CADRIANO BIVIO;VIA FERRARESE BV CADRIANO;CASTEL MAGGIORE;689720;936083;44,551342;11,387507;531
35002;CADRIANO BIVIO;VIA FERRARESE FR BV CADRIANO;CASTEL MAGGIORE;689643;936044;44,551011;11,386524;531
35005;OSTERIA DEL GALLO;VIA FERRARESE 7;OSTERIA DEL GALLO;690212;937040;44,55982;11,394049;531
35006;OSTERIA DEL GALLO;VIA FERRARESE FR 1;CASTEL MAGGIORE;690174;937022;44,559668;11,393564;531
35013;LOVOLETO OSTERIOLA;VIA PORRETTANA 12;OSTERIOLA;691858;939216;44,578956;11,415567;531
35014;LOVOLETO OSTERIOLA;VIA PORRETTANA FR 12;OSTERIOLA;691851;939225;44,579039;11,415482;531
35017;LOVOLETO;VIA PORRETTANA 34;LOVOLETO;692633;939976;44,585585;11,425604;531
35018;LOVOLETO;VIA PORRETTANA FR 36;LOVOLETO;692639;939994;44,585746;11,425687;531
35019;LOVOLETO CENTRO CIVICO;VIA LARGHE 2/2;LOVOLETO;692619;940159;44,587235;11,425497;531
35021;ARGINI;VIA NAZIONALE KM 109+270;MINERBIO;693685;941665;44,600495;11,439481;531
35022;ARGINI;VIA NAZIONALE FR 30;MINERBIO;693604;941560;44,599572;11,438421;531
35025;PASSARELLA;VIA NAZIONALE KM 110+500;SPETTOLERIA;694238;942772;44,610302;11,446861;531
35026;PASSARELLA;VIA NAZIONALE FR KM 110+500;MINERBIO;694230;942772;44,610305;11,44676;531
35029;CA` DE FABBRI;VIA NAZIONALE FR 99/B;CA` DE` FABBRI;694687;943653;44,618105;11,452848;540
35030;CA` DE FABBRI;VIA NAZIONALE 99/B;MINERBIO;694672;943658;44,618154;11,452661;540
35031;CASONI BASSA SUPERIORE;VIA BASSA SUPERIORE 39;CASONI;695314;944785;44,628117;11,461174;540
35032;CASONI BASSA SUPERIORE;VIA BASSA SUPERIORE 36;CASONI;695294;944768;44,627969;11,460916;540
35033;CASONI;VIA NAZIONALE SS64 AL KM 112+872;CASONI;695453;944910;44,629203;11,462972;540
35034;CASONI;VIA NAZIONALE FR 73;CASONI;695410;944860;44,628765;11,462412;540
35037;CANALETTO;VIA NAZIONALE FR 38/A;MALALBERGO;696170;946056;44,639315;11,472441;540
35038;CANALETTO;VIA NAZIONALE 38/A;MALALBERGO;696167;946067;44,639415;11,472407;540
35041;BIVIO VIA VITA;VIA NAZIONALE (SS 64) 81-83;MALALBERGO;696844;947137;44,648853;11,481346;542
35042;BIVIO VIA VITA;VIA NAZIONALE KM 115+500;MALALBERGO;696775;947047;44,648063;11,480442;542
35045;ALTEDO CASE NUOVE;VIA NAZIONALE KM 116+570;MALALBERGO;697354;947975;44,656251;11,488094;542
35046;ALTEDO CASE NUOVE;VIA NAZIONALE KM 116+570;MALALBERGO;697348;947979;44,656288;11,48802;542
35049;ALTEDO SCUOLE;VIA NAZIONALE KM 117+580;ALTEDO;697281;948648;44,662324;11,487433;542
35050;ALTEDO SCUOLE;VIA NAZIONALE KM 117+565;ALTEDO;697309;948627;44,662127;11,487778;542
35501;ALTEDO;VIA NAZIONALE 141;ALTEDO;697275;949022;44,665689;11,487501;542
35502;ALTEDO;VIA NAZIONALE FR 139/A;ALTEDO;697252;949011;44,665596;11,487207;542
35503;ALTEDO GALILEI;VIA NAZIONALE SS64  241;ALTEDO;697430;949516;44,670089;11,489645;542
35504;ALTEDO GALILEI;VIA NAZIONALE(SS64 PL 9;ALTEDO;697408;949462;44,66961;11,489347;542
